outcome_datasets	outcome_trait	num_assoc_loci	outcome_trait_efo	outcome_data_source
NEALE2_2395_4	Pattern 4 | hair/balding pattern	238	EFO_0007824	UK Biobank
NEALE2_24012_raw	Inverse distance to the nearest major road	11	EFO_0007908	UK Biobank
NEALE2_2714	Age when periods started (menarche)	174	EFO_0004703	UK Biobank
NEALE2_2744	Birth weight of first child	58	EFO_0004344	UK Biobank
NEALE2_2754_raw	Age at first live birth	21	EFO_0009101	UK Biobank
NEALE2_30000_raw	White blood cell (leukocyte) count	335	EFO_0004308	UK Biobank
NEALE2_30010_raw	Red blood cell (erythrocyte) count	569	EFO_0004305	UK Biobank
NEALE2_30020_raw	Haemoglobin concentration	423	EFO_0004528	UK Biobank
NEALE2_30040_raw	Mean corpuscular volume	541	EFO_0004526	UK Biobank
NEALE2_30050_raw	Mean corpuscular haemoglobin	443	EFO_0004527	UK Biobank
NEALE2_30060_raw	Mean corpuscular haemoglobin concentration	92	EFO_0004528	UK Biobank
NEALE2_30070_raw	Red blood cell (erythrocyte) distribution width	310	EFO_0009188	UK Biobank
NEALE2_30080_raw	Platelet count	693	EFO_0004309	UK Biobank
NEALE2_30090_raw	Platelet crit	619	EFO_0007985	UK Biobank
NEALE2_30100_raw	Mean platelet (thrombocyte) volume	726	EFO_0004584	UK Biobank
NEALE2_30110_raw	Platelet distribution width	535	EFO_0007984	UK Biobank
NEALE2_30120_raw	Lymphocyte count	152	EFO_0004587	UK Biobank
NEALE2_30130_raw	Monocyte count	327	EFO_0005091	UK Biobank
NEALE2_30140_raw	Neutrophill count	379	EFO_0004833	UK Biobank
NEALE2_30150	Eosinophill count	472	EFO_0004842	UK Biobank
NEALE2_30160	Basophill count	46	EFO_0005090	UK Biobank
NEALE2_30180_raw	Lymphocyte percentage	428	EFO_0007993	UK Biobank
NEALE2_30190_raw	Monocyte percentage	287	EFO_0007989	UK Biobank
NEALE2_30200_raw	Neutrophill percentage	363	EFO_0007990	UK Biobank
NEALE2_30210_raw	Eosinophill percentage	427	EFO_0007991	UK Biobank
NEALE2_30220_raw	Basophill percentage	95	EFO_0007992	UK Biobank
NEALE2_30240_raw	Reticulocyte percentage	136	EFO_0007986	UK Biobank
NEALE2_30250_raw	Reticulocyte count	155	EFO_0007986	UK Biobank
NEALE2_30280_raw	Immature reticulocyte fraction	312	EFO_0009253	UK Biobank
NEALE2_30510_raw	Creatinine (enzymatic) in urine	24	EFO_0007934	UK Biobank
NEALE2_3062_raw	Forced vital capacity (fvc)	387	EFO_0004312	UK Biobank
NEALE2_3063_raw	Forced expiratory volume in 1-second (fev1)	377	EFO_0004314	UK Biobank
NEALE2_3064_raw	Peak expiratory flow (pef)	144	EFO_0009718	UK Biobank
NEALE2_3144_raw	Heel broadband ultrasound attenuation, direct entry	324	EFO_0004514	UK Biobank
NEALE2_3147_raw	Heel quantitative ultrasound index (qui), direct entry	365	EFO_0004514	UK Biobank
NEALE2_3148_raw	Heel bone mineral density (bmd)	369	EFO_0009270	UK Biobank
NEALE2_3581_raw	Age at menopause (last menstrual period)	57	EFO_0004704	UK Biobank
NEALE2_399_raw	Number of incorrect matches in round	30	EFO_0008354	UK Biobank
NEALE2_4079_raw	Diastolic blood pressure, automated reading	162	EFO_0006336	UK Biobank
NEALE2_4080_raw	Systolic blood pressure, automated reading	232	EFO_0006335	UK Biobank
NEALE2_4101_raw	Heel broadband ultrasound attenuation (left)	91	EFO_0004514	UK Biobank
NEALE2_4104_raw	Heel quantitative ultrasound index (qui), direct entry (left)	111	EFO_0004514	UK Biobank
NEALE2_4105_raw	Heel bone mineral density (bmd) (left)	142	EFO_0009270	UK Biobank
NEALE2_4106_raw	Heel bone mineral density (bmd) t-score, automated (left)	130	EFO_0003923	UK Biobank
NEALE2_4120_raw	Heel broadband ultrasound attenuation (right)	167	EFO_0004514	UK Biobank
NEALE2_4123_raw	Heel quantitative ultrasound index (qui), direct entry (right)	187	EFO_0004514	UK Biobank
NEALE2_4124_raw	Heel bone mineral density (bmd) (right)	193	EFO_0009270	UK Biobank
NEALE2_4125_raw	Heel bone mineral density (bmd) t-score, automated (right)	187	EFO_0003923	UK Biobank
NEALE2_4194_raw	Pulse rate	64	EFO_0004326	UK Biobank
NEALE2_46_raw	Hand grip strength (left)	157	EFO_0006941	UK Biobank
NEALE2_47_raw	Hand grip strength (right)	185	EFO_0006941	UK Biobank
NEALE2_48_raw	Waist circumference	389	EFO_0004342	UK Biobank
NEALE2_49_raw	Hip circumference	422	EFO_0005093	UK Biobank
NEALE2_5084_raw	Spherical power (right)	106	EFO_0007814	UK Biobank
NEALE2_5085_raw	Spherical power (left)	100	EFO_0007814	UK Biobank
NEALE2_5096_raw	3mm weak meridian (left)	174	EFO_0007814	UK Biobank
NEALE2_5097_raw	6mm weak meridian (left)	160	EFO_0007814	UK Biobank
NEALE2_5098_raw	6mm weak meridian (right)	152	EFO_0007814	UK Biobank
NEALE2_5099_raw	3mm weak meridian (right)	170	EFO_0007814	UK Biobank
NEALE2_50_raw	Standing height	1526	EFO_0004339	UK Biobank
NEALE2_5132_raw	3mm strong meridian (right)	181	EFO_0007814	UK Biobank
NEALE2_5133_raw	6mm strong meridian (right)	165	EFO_0007814	UK Biobank
NEALE2_5134_raw	6mm strong meridian (left)	161	EFO_0007814	UK Biobank
NEALE2_5135_raw	3mm strong meridian (left)	175	EFO_0007814	UK Biobank
NEALE2_5161_raw	6mm regularity index (right)	15	EFO_0007814	UK Biobank
NEALE2_5254_raw	Intra-ocular pressure, corneal-compensated (right)	30	EFO_0004695	UK Biobank
NEALE2_5255_raw	Intra-ocular pressure, goldmann-correlated (right)	69	EFO_0004695	UK Biobank
NEALE2_5262_raw	Intra-ocular pressure, corneal-compensated (left)	22	EFO_0004695	UK Biobank
NEALE2_5263_raw	Intra-ocular pressure, goldmann-correlated (left)	66	EFO_0004695	UK Biobank
NEALE2_5375_raw	Longest period of unenthusiasm / disinterest	22	EFO_0007803	UK Biobank
NEALE2_6138_1	College or university degree | qualifications	275	EFO_0004784	UK Biobank
NEALE2_6138_2	A levels/as levels or equivalent | qualifications	71	EFO_0004784	UK Biobank
NEALE2_6138_3	O levels/gcses or equivalent | qualifications	11	EFO_0004784	UK Biobank
NEALE2_6138_6	Other professional qualifications eg: nursing, teaching | qualifications	14	EFO_0004784	UK Biobank
NEALE2_6150_4	High blood pressure | vascular/heart problems diagnosed by doctor	263	EFO_0004325	UK Biobank
NEALE2_6164_2	Other exercises (eg: swimming, cycling, keep fit, bowling) | types of physical activity in last 4 weeks	11	EFO_0008002	UK Biobank
NEALE2_78_raw	Heel bone mineral density (bmd) t-score, automated	365	EFO_0009270	UK Biobank
NEALE2_845	Age completed full time education	42	EFO_0004784	UK Biobank
FINNGEN_R5_T1D_WIDE	Type 1 diabetes, wide definition	18	EFO_0001359	FinnGEN
FINNGEN_R5_T1D_WIDE1	Type 1 diabetes, wide definition, subgroup 1	18	EFO_0001359	FinnGEN
FINNGEN_R5_T2D	Type 2 diabetes, definitions combined	67	EFO_0001360	FinnGEN
FINNGEN_R5_T2D_INCLAVO	Type 2 diabetes, definitions combined, including avohilmo	73	EFO_0001360	FinnGEN
FINNGEN_R5_T2D_WIDE	Type 2 diabetes, wide definition	35	EFO_0001360	FinnGEN
GCST006661	Male-pattern baldness	122	Orphanet_79364	GWAS Catalog
GCST90013791	Type 1 diabetes	75	EFO_0001359	GWAS Catalog
GCST90038596	Respiratory or ear-nose-throat disease	83	MONDO_0024623	GWAS Catalog
NEALE2_1031	Frequency of friend/family visits	12	NA	UK Biobank
NEALE2_1050	Time spend outdoors in summer	38	NA	UK Biobank
NEALE2_1070	Time spent watching television (tv)	72	NA	UK Biobank
NEALE2_1080	Time spent using computer	47	NA	UK Biobank
NEALE2_1100	Drive faster than motorway speed limit	17	NA	UK Biobank
NEALE2_1110	Length of mobile phone use	22	NA	UK Biobank
NEALE2_1170	Getting up in morning	54	EFO_0009817	UK Biobank
NEALE2_1190	Nap during day	67	EFO_0009818	UK Biobank
NEALE2_1239	Current tobacco smoking	22	NA	UK Biobank
NEALE2_1249	Past tobacco smoking	66	NA	UK Biobank
NEALE2_129_raw	Place of birth in uk - north co-ordinate	116	NA	UK Biobank
NEALE2_130_raw	Place of birth in uk - east co-ordinate	55	NA	UK Biobank
NEALE2_1408	Cheese intake	36	NA	UK Biobank
NEALE2_1438_raw	Bread intake	17	NA	UK Biobank
NEALE2_1458	Cereal intake	25	NA	UK Biobank
NEALE2_1488_raw	Tea intake	24	NA	UK Biobank
NEALE2_1518	Hot drink temperature	50	NA	UK Biobank
NEALE2_1528	Water intake	29	NA	UK Biobank
NEALE2_1687	Comparative body size at age 10	214	EFO_0009819	UK Biobank
NEALE2_1727	Ease of skin tanning	180	NA	UK Biobank
NEALE2_1980	Worrier / anxious feelings	49	NA	UK Biobank
NEALE2_20075_raw	Home location at assessment - north co-ordinate (rounded)	25	NA	UK Biobank
NEALE2_2010	Suffer from 'nerves'	11	NA	UK Biobank
NEALE2_20116_0	Never | smoking status	93	NA	UK Biobank
NEALE2_20127_raw	Neuroticism score	88	NA	UK Biobank
NEALE2_2030	Guilty feelings	22	NA	UK Biobank
NEALE2_2090	Seen doctor (gp) for nerves, anxiety, tension or depression	24	NA	UK Biobank
NEALE2_2149	Lifetime number of sexual partners	46	NA	UK Biobank
NEALE2_2178	Overall health rating	80	EFO_0004778	UK Biobank
NEALE2_2188	Long-standing illness, disability or infirmity	18	EFO_0009714	UK Biobank
NEALE2_22127	Doctor diagnosed asthma	19	EFO_0000270	UK Biobank
NEALE2_2237	Plays computer games	27	NA	UK Biobank
NEALE2_2267	Use of sun/uv protection	45	NA	UK Biobank
NEALE2_22702_raw	Home location - east co-ordinate (rounded)	11	NA	UK Biobank
NEALE2_22704_raw	Home location - north co-ordinate (rounded)	22	NA	UK Biobank
NEALE2_23101_raw	Whole body fat-free mass	780	NA	UK Biobank
NEALE2_23106_raw	Impedance of whole body	623	NA	UK Biobank
NEALE2_23107_raw	Impedance of leg (right)	563	NA	UK Biobank
NEALE2_23108_raw	Impedance of leg (left)	558	NA	UK Biobank
NEALE2_23109_raw	Impedance of arm (right)	486	NA	UK Biobank
NEALE2_23110_raw	Impedance of arm (left)	517	NA	UK Biobank
NEALE2_2492	Taking other prescription medications	18	NA	UK Biobank
NEALE2_30030_raw	Haematocrit percentage	387	NA	UK Biobank
NEALE2_30260_raw	Mean reticulocyte volume	461	NA	UK Biobank
NEALE2_30270_raw	Mean sphered cell volume	494	NA	UK Biobank
NEALE2_30290_raw	High light scatter reticulocyte percentage	643	NA	UK Biobank
NEALE2_30300_raw	High light scatter reticulocyte count	355	NA	UK Biobank
NEALE2_30500_raw	Microalbumin in urine	11	NA	UK Biobank
NEALE2_30520_raw	Potassium in urine	9	NA	UK Biobank
NEALE2_3143_raw	Ankle spacing width	385	NA	UK Biobank
NEALE2_3786_raw	Age asthma diagnosed	19	EFO_0000270	UK Biobank
NEALE2_400_raw	Time to complete round	32	NA	UK Biobank
NEALE2_404_raw	Duration to first press of snap-button in each round	42	NA	UK Biobank
NEALE2_4100_raw	Ankle spacing width (left)	90	NA	UK Biobank
NEALE2_4119_raw	Ankle spacing width (right)	183	NA	UK Biobank
NEALE2_5256_raw	Corneal hysteresis (right)	56	NA	UK Biobank
NEALE2_5257_raw	Corneal resistance factor (right)	81	NA	UK Biobank
NEALE2_5264_raw	Corneal hysteresis (left)	45	NA	UK Biobank
NEALE2_5265_raw	Corneal resistance factor (left)	64	NA	UK Biobank
NEALE2_5983_raw	Ecg, heart rate	10	NA	UK Biobank
NEALE2_6138_100	None of the above | qualifications	98	NA	UK Biobank
NEALE2_6149_100	None of the above | mouth/teeth dental problems	11	NA	UK Biobank
NEALE2_6149_6	Dentures | mouth/teeth dental problems	31	NA	UK Biobank
NEALE2_6150_100	None of the above | vascular/heart problems diagnosed by doctor	249	NA	UK Biobank
NEALE2_6152_100	None of the above | blood clot, dvt, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor	163	NA	UK Biobank
NEALE2_6152_8	Asthma | blood clot, dvt, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor	110	EFO_0000270	UK Biobank
NEALE2_6153_1	Cholesterol lowering medication | medication for cholesterol, blood pressure, diabetes, or take exogenous hormones	39	NA	UK Biobank
NEALE2_6153_100	None of the above | medication for cholesterol, blood pressure, diabetes, or take exogenous hormones	34	NA	UK Biobank
NEALE2_6153_2	Blood pressure medication | medication for cholesterol, blood pressure, diabetes, or take exogenous hormones	91	NA	UK Biobank
NEALE2_6154_1	Aspirin | medication for pain relief, constipation, heartburn	12	NA	UK Biobank
NEALE2_6154_100	None of the above | medication for pain relief, constipation, heartburn	22	NA	UK Biobank
NEALE2_6154_3	Paracetamol | medication for pain relief, constipation, heartburn	16	CHEBI_46195	UK Biobank
NEALE2_6159_100	None of the above | pain type(s) experienced in last month	21	NA	UK Biobank
NEALE2_6164_4	Light diy (eg: pruning, watering the lawn) | types of physical activity in last 4 weeks	10	NA	UK Biobank
NEALE2_6177_1	Cholesterol lowering medication | medication for cholesterol, blood pressure or diabetes	46	NA	UK Biobank
NEALE2_6177_100	None of the above | medication for cholesterol, blood pressure or diabetes	64	NA	UK Biobank
NEALE2_6177_2	Blood pressure medication | medication for cholesterol, blood pressure or diabetes	67	NA	UK Biobank
NEALE2_738	Average total household income before tax	62	NA	UK Biobank
NEALE2_796_raw	Distance between home and job workplace	119	NA	UK Biobank
NEALE2_806	Job involves mainly walking or standing	11	NA	UK Biobank
NEALE2_816	Job involves heavy manual or physical work	16	NA	UK Biobank
NEALE2_864	Number of days/week walked 10+ minutes	16	NA	UK Biobank
NEALE2_924	Usual walking pace	56	NA	UK Biobank
SAIGE_244_4	Hypothyroidism nos	49	NA	UK Biobank
SAIGE_250_2	Type 2 diabetes	49	EFO_0001360	UK Biobank
SAIGE_272	Disorders of lipoid metabolism	45	NA	UK Biobank
SAIGE_272_1	Hyperlipidemia	45	EFO_0003774	UK Biobank
SAIGE_275	Disorders of mineral metabolism	18	EFO_0009556	UK Biobank
SAIGE_275_1	Disorders of iron metabolism	12	MONDO_0002279	UK Biobank
SAIGE_286_12	Congenital deficiency of other clotting factors (including factor vii)	11	NA	UK Biobank
SAIGE_366	Cataract	16	EFO_0001059	UK Biobank
SAIGE_401_1	Essential hypertension	131	NA	UK Biobank
SAIGE_411_8	Other chronic ischemic heart disease, unspecified	19	NA	UK Biobank
SAIGE_451_2	Phlebitis and thrombophlebitis of lower extremities	9	NA	UK Biobank
SAIGE_454_1	Varicose veins of lower extremity	26	NA	UK Biobank
SAIGE_495	Asthma	41	EFO_0000270	UK Biobank
SAIGE_562_1	Diverticulosis	40	NA	UK Biobank
SAIGE_728	Disorders of muscle, ligament, and fascia	29	NA	UK Biobank
SAIGE_740	Osteoarthrosis	14	EFO_0002506	UK Biobank
SAIGE_740_1	Osteoarthritis; localized	10	EFO_0002506	UK Biobank
FINNGEN_R5_ASTHMA_MODE	Asthma (mode)	21	EFO_0000270	FinnGEN
FINNGEN_R5_C3_BREAST_HER2NEG_EXALLC	Malignant neoplasm of breast, HER2-negative (controls excluding all cancers)	26	MONDO_0000618	FinnGEN
FINNGEN_R5_E4_DM1	Type 1 diabetes	18	EFO_0001359	FinnGEN
FINNGEN_R5_E4_DM1NOCOMP	Type 1 diabetes without complications	16	EFO_0001359	FinnGEN
FINNGEN_R5_E4_DM2	Type 2 diabetes	76	EFO_0001360	FinnGEN
FINNGEN_R5_E4_DM2NOCOMP	Type 2 diabetes without complications	31	EFO_0001360	FinnGEN
FINNGEN_R5_E4_DM2_STRICT	Type 2 diabetes, strict (exclude DM1)	68	EFO_0001360	FinnGEN
FINNGEN_R5_E4_OBESITY	Obesity	9	EFO_0001073	FinnGEN
FINNGEN_R5_G6_MUSDYST	Muscular dystrophy	36	Orphanet_98473	FinnGEN
FINNGEN_R5_G6_MYOTDIS	Mytonic disorders	25	Orphanet_206970	FinnGEN
FINNGEN_R5_I9_ANGIO	Coronary angiopasty	18	EFO_0003951	FinnGEN
FINNGEN_R5_I9_CABG	Coronary artery bypass grafting	26	EFO_0003776	FinnGEN
FINNGEN_R5_I9_HYPTENSESS	Hypertension, essential	44	EFO_1002032	FinnGEN
FINNGEN_R5_I9_REVASC	Coronary revascularization (ANGIO or CABG)	38	NA	FinnGEN
FINNGEN_R5_I9_VALVES	Valvular operations	12	EFO_0002571	FinnGEN
FINNGEN_R5_J10_ASTHMA	Asthma	24	EFO_0000270	FinnGEN
FINNGEN_R5_J10_ASTHMA_EXMORE	Asthma (more control exclusions)	23	EFO_0000270	FinnGEN
FINNGEN_R5_J10_ASTHMA_MAIN	Asthma (only as main-diagnosis)	16	EFO_0000270	FinnGEN
FINNGEN_R5_J10_ASTHMA_MAIN_EXMORE	Asthma (only as main-diagnosis) (more control exclusions)	16	EFO_0000270	FinnGEN
FINNGEN_R5_M13_ARTHROSIS	Arthrosis	28	EFO_0002506	FinnGEN
FINNGEN_R5_H8_OTOSCLE	Otosclerosis	12	EFO_0004213	FinnGEN
GCST005047	Type 2 diabetes	29	MONDO_0005148	GWAS Catalog
GCST005413	Type 2 diabetes	16	MONDO_0005148	GWAS Catalog
GCST005536	Type 1 diabetes	39	MONDO_0005147	GWAS Catalog
GCST006867	Type 2 diabetes	131	MONDO_0005148	GWAS Catalog
GCST007517	Type 2 diabetes	46	MONDO_0005148	GWAS Catalog
GCST007518	Type 2 diabetes (adjusted for BMI)	56	MONDO_0005148	GWAS Catalog
GCST010681	Type 1 diabetes	116	MONDO_0005147	GWAS Catalog
GCST90000529	Type 1 diabetes	60	MONDO_0005147	GWAS Catalog
GCST90014023	Type 1 diabetes	114	MONDO_0005147	GWAS Catalog
GCST90038599	Diabetes or endocrine disease	114	EFO_0000400, EFO_0001379	GWAS Catalog
GCST90038633	Diabetes	90	EFO_0000400	GWAS Catalog
NEALE2_20107_9	Diabetes | illnesses of father	15	EFO_0000400	UK Biobank
NEALE2_20110_9	Diabetes | illnesses of mother	16	EFO_0000400	UK Biobank
NEALE2_2443	Diabetes diagnosed by doctor	64	EFO_0000400	UK Biobank
SAIGE_250	Diabetes mellitus	50	EFO_0000400	UK Biobank
FINNGEN_R5_DM_OTHER_WIDE	Other diabetes, wide definition	60	EFO_0000400	FinnGEN
FINNGEN_R5_KELA_DIAB_INSUL_EXMORE	Diabetes, insuline treatment (Kela reimbursement) (more control exclusions)	65	EFO_0000400	FinnGEN
GCST003837	Chronotype	13	EFO_0004354	GWAS Catalog
GCST004364	Intelligence	17	EFO_0004337	GWAS Catalog
GCST006250	Intelligence	205	EFO_0004337	GWAS Catalog
GCST90014290	Intrinsic epigenetic age acceleration	25	GO_0007568	GWAS Catalog
NEALE2_1498	Coffee intake	27	EFO_0004330	UK Biobank
NEALE2_1508_3	Ground coffee (include espresso, filter etc) | coffee type	22	EFO_0004330	UK Biobank
NEALE2_1757	Facial ageing	62	EFO_0005422	UK Biobank
NEALE2_20016_raw	Fluid intelligence score	50	EFO_0004337	UK Biobank
NEALE2_20116_1	Previous | smoking status	28	EFO_0004318	UK Biobank
NEALE2_20116_2	Current | smoking status	19	EFO_0004318	UK Biobank
NEALE2_20160	Ever smoked	49	EFO_0004318	UK Biobank
NEALE2_2040	Risk taking	19	EFO_0008579	UK Biobank
NEALE2_20412	Frequency of needing morning drink of alcohol after heavy drinking session in last year	25	EFO_0004329	UK Biobank
NEALE2_2887	Number of cigarettes previously smoked daily	9	EFO_0004318	UK Biobank
NEALE2_6160_1	Leisure/social activities: Sports club or gym	9	EFO_0003940	UK Biobank
NEALE2_884	Number of days/week of moderate physical activity 10+ minutes	11	EFO_0003940	UK Biobank
GCST011075	COVID-19 (very severe respiratory confirmed vs population) RELEASE 5	9	MONDO_0100096	GWAS Catalog
GCST011078	COVID-19 (very severe respiratory confirmed vs population) RELEASE 5	9	MONDO_0100096	GWAS Catalog
GCST001198	Multiple sclerosis	24	MONDO_0005301	GWAS Catalog
GCST005038	Allergic disease (asthma, hay fever or eczema)	83	MONDO_0005271	GWAS Catalog
GCST005531	Multiple sclerosis	51	MONDO_0005301	GWAS Catalog
FINNGEN_R5_J10_CHRONTONSADEN	Chronic diseases of tonsils and adenoids	19	EFO_0007352	FinnGEN
GCST000998	Coronary heart disease	18	EFO_0001645	GWAS Catalog
GCST005194	Coronary artery disease	179	EFO_0001645	GWAS Catalog
GCST005195	Coronary artery disease	82	EFO_0001645	GWAS Catalog
GCST006414	Atrial fibrillation	137	EFO_0000275	GWAS Catalog
GCST009541	Heart failure	11	EFO_0003144	GWAS Catalog
GCST011364	Myocardial infarction	34	EFO_0000612	GWAS Catalog
GCST011365	Myocardial infarction	90	EFO_0000612	GWAS Catalog
GCST90014033	Haemorrhoidal disease	104	EFO_0009552	GWAS Catalog
GCST90038595	Cardiovascular disease	250	EFO_0000319	GWAS Catalog
GCST90038614	Pulmonary embolism with or without deep venous thrombosis	11	EFO_0003827	GWAS Catalog
NEALE2_20107_1	Heart disease | illnesses of father	21	EFO_0000319	UK Biobank
NEALE2_6150_1	Heart attack | vascular/heart problems diagnosed by doctor	12	EFO_0000612	UK Biobank
SAIGE_401	Hypertension	131	EFO_0000537	UK Biobank
SAIGE_411	Ischemic heart disease	41	EFO_1001375	UK Biobank
SAIGE_411_2	Myocardial infarction	20	EFO_0000612	UK Biobank
SAIGE_411_4	Coronary atherosclerosis	46	MONDO_0021661	UK Biobank
SAIGE_415	Pulmonary heart disease	10	MONDO_0004596	UK Biobank
SAIGE_427	Cardiac dysrhythmias	26	EFO_1001771	UK Biobank
SAIGE_427_2	Atrial fibrillation and flutter	47	EFO_0003911	UK Biobank
SAIGE_451	Phlebitis and thrombophlebitis	9	EFO_1001395, HP_0004418	UK Biobank
FINNGEN_R5_CARDIAC_ARRHYTM	Cardiac arrhytmias	29	EFO_0000341, EFO_0004269	FinnGEN
FINNGEN_R5_FG_DISVEINLYMPH	Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified (FINNGEN)	51	EFO_0007352, MONDO_0004634	FinnGEN
FINNGEN_R5_FG_HYPERTENSION	Hypertensive diseases (excluding secondary)	77	EFO_0000537	FinnGEN
FINNGEN_R5_FG_OTHHEART	Other heart diseases	13	EFO_0003777	FinnGEN
FINNGEN_R5_I9_AF	Atrial fibrillation and flutter	35	EFO_0000275, EFO_0003911	FinnGEN
FINNGEN_R5_I9_AF_REIMB	Atrial fibrillation and flutter with reimbursement	24	EFO_0000275, EFO_0003911	FinnGEN
FINNGEN_R5_I9_CORATHER	Coronary atherosclerosis	34	MONDO_0021661	FinnGEN
FINNGEN_R5_I9_HEARTFAIL_AND_ANTIHYPERT	Heart failure and antihypertensive medication	10	EFO_0000537, EFO_0003144, GO_0042493	FinnGEN
